transaction_id,customer_email,product,quantity,unit_price,timestamp
TRX-4599,user_249@example.com,Keyboard,4,500,2026-02-01 11:19:02.375451
TRX-4600,user_122@example.com,Headphones,3,1500,2026-02-26 11:19:02.375477
TRX-4601,user_119@example.com,Keyboard,4,500,2026-03-03 11:19:02.375502
TRX-4602,user_136@example.com,Monitor,3,3000,2026-02-27 11:19:02.375530
TRX-4603,user_811@example.com,Headphones,4,1500,2026-02-17 11:19:02.375556
TRX-4604,user_887@example.com,Keyboard,1,500,2026-03-03 11:19:02.375581
TRX-4605,,Smartphone,3,8000,2026-03-01 11:19:02.375606
TRX-4606,user_713@example.com,Smartphone,3,8000,2026-02-24 11:19:02.375631
TRX-4607,user_753@example.com,Laptop,5,15000,2026-02-24 11:19:02.375658
TRX-4608,user_737@example.com,Monitor,4,3000,2026-02-11 11:19:02.375683
TRX-4609,user_754@example.com,Laptop,4,15000,2026-02-23 11:19:02.375709
TRX-4610,user_392@example.com,Mouse,1,300,2026-02-23 11:19:02.375740
TRX-4611,user_434@example.com,Laptop,1,15000,2026-03-02 11:19:02.375766
TRX-4612,user_591@example.com,Mouse,3,300,2026-02-28 11:19:02.375792
TRX-4613,user_564@example.com,Headphones,3,1500,2026-02-07 11:19:02.375818
TRX-4614,user_300@example.com,Smartphone,3,8000,2026-02-12 11:19:02.375843
TRX-4615,user_806@example.com,Monitor,4,3000,2026-02-09 11:19:02.375869
TRX-4616,user_313@example.com,Monitor,5,3000,2026-02-06 11:19:02.375895
TRX-4617,user_221@example.com,Monitor,4,3000,2026-03-03 11:19:02.375921
TRX-4618,user_928@example.com,Smartphone,5,8000,2026-03-03 11:19:02.375946
TRX-4619,user_362@example.com,Mouse,2,300,2026-02-16 11:19:02.375971
TRX-4620,user_397@example.com,Smartphone,4,8000,2026-02-10 11:19:02.375997
TRX-4621,user_270@example.com,Smartphone,2,8000,2026-02-06 11:19:02.376023
TRX-4622,user_601@example.com,Smartphone,5,8000,2026-02-07 11:19:02.376048
TRX-4623,user_722@example.com,Smartphone,2,8000,2026-02-20 11:19:02.376076
TRX-4624,user_606@example.com,Headphones,5,1500,2026-02-11 11:19:02.376103
TRX-4625,user_885@example.com,Laptop,2,15000,2026-02-11 11:19:02.376129
TRX-4626,user_730@example.com,Laptop,4,15000,2026-02-24 11:19:02.376154
TRX-4627,user_324@example.com,Smartphone,4,8000,2026-02-28 11:19:02.376180
TRX-4628,user_953@example.com,Smartphone,3,8000,2026-03-02 11:19:02.376209
TRX-4629,,Keyboard,5,500,2026-02-02 11:19:02.376234
TRX-4630,user_416@example.com,Laptop,4,15000,2026-02-25 11:19:02.376261
TRX-4631,user_800@example.com,Mouse,3,300,2026-02-23 11:19:02.376287
TRX-4632,user_438@example.com,Smartphone,2,8000,2026-02-25 11:19:02.376312
TRX-4633,user_807@example.com,Headphones,1,1500,2026-02-14 11:19:02.376338
TRX-4634,user_599@example.com,Mouse,3,300,2026-02-18 11:19:02.376365
TRX-4635,user_924@example.com,Headphones,4,1500,2026-02-26 11:19:02.376391
TRX-4636,user_747@example.com,Laptop,4,15000,2026-02-23 11:19:02.376417
TRX-4637,user_993@example.com,Monitor,5,3000,2026-02-21 11:19:02.376443
TRX-4638,user_304@example.com,Headphones,5,1500,2026-02-27 11:19:02.376471
TRX-4639,user_409@example.com,Monitor,5,3000,2026-03-02 11:19:02.376497
TRX-4640,user_640@example.com,Smartphone,3,8000,2026-02-01 11:19:02.376523
TRX-4641,user_953@example.com,Headphones,4,1500,2026-02-28 11:19:02.376550
TRX-4642,,Mouse,5,300,2026-02-27 11:19:02.376575
TRX-4643,user_211@example.com,Headphones,5,1500,2026-02-05 11:19:02.376601
TRX-4644,user_278@example.com,Keyboard,1,500,2026-02-11 11:19:02.376628
TRX-4645,user_871@example.com,Laptop,4,15000,2026-02-22 11:19:02.376656
TRX-4646,user_995@example.com,Keyboard,1,500,2026-02-17 11:19:02.376682
TRX-4647,user_360@example.com,Headphones,4,1500,2026-03-02 11:19:02.376708
TRX-4648,user_548@example.com,Headphones,5,1500,2026-02-01 11:19:02.376737
TRX-4649,user_300@example.com,Headphones,4,1500,2026-02-06 11:19:02.376763
TRX-4650,user_855@example.com,Headphones,2,1500,2026-03-01 11:19:02.376788
TRX-4651,user_848@example.com,Laptop,5,15000,2026-02-21 11:19:02.376814
TRX-4652,user_457@example.com,Mouse,4,300,2026-02-20 11:19:02.376840
TRX-4653,user_856@example.com,Keyboard,1,500,2026-03-01 11:19:02.376866
TRX-4654,user_114@example.com,Headphones,1,1500,2026-03-03 11:19:02.376891
TRX-4655,user_247@example.com,Smartphone,5,8000,2026-02-23 11:19:02.376917
TRX-4656,user_211@example.com,Smartphone,1,8000,2026-02-07 11:19:02.376943
TRX-4657,user_763@example.com,Mouse,4,300,2026-02-16 11:19:02.376969
TRX-4658,user_397@example.com,Keyboard,1,500,2026-02-11 11:19:02.376995
TRX-4659,user_983@example.com,Mouse,1,300,2026-02-14 11:19:02.377021
TRX-4660,user_516@example.com,Monitor,3,3000,2026-02-05 11:19:02.377047
TRX-4661,user_942@example.com,Monitor,4,3000,2026-02-16 11:19:02.377075
TRX-4662,user_435@example.com,Mouse,3,300,2026-02-03 11:19:02.377101
TRX-4663,user_421@example.com,Keyboard,4,500,2026-02-09 11:19:02.377127
TRX-4664,user_712@example.com,Headphones,5,1500,2026-02-24 11:19:02.377154
TRX-4665,,Smartphone,2,8000,2026-02-23 11:19:02.377180
TRX-4666,user_794@example.com,Headphones,1,1500,2026-02-04 11:19:02.377208
TRX-4667,user_237@example.com,Smartphone,3,8000,2026-02-28 11:19:02.377237
TRX-4668,user_332@example.com,Mouse,4,300,2026-02-13 11:19:02.377266
TRX-4669,user_213@example.com,Mouse,5,300,2026-02-22 11:19:02.377292
TRX-4670,user_433@example.com,Mouse,5,300,2026-02-05 11:19:02.377318
TRX-4671,user_460@example.com,Smartphone,5,8000,2026-02-24 11:19:02.377344
TRX-4672,user_597@example.com,Headphones,5,1500,2026-03-03 11:19:02.377370
TRX-4673,user_823@example.com,Monitor,4,3000,2026-02-08 11:19:02.377395
TRX-4674,user_258@example.com,Smartphone,2,8000,2026-02-03 11:19:02.377421
TRX-4675,user_796@example.com,Headphones,3,1500,2026-02-11 11:19:02.377447
TRX-4676,user_914@example.com,Keyboard,1,500,2026-02-24 11:19:02.377473
TRX-4677,user_732@example.com,Keyboard,3,500,2026-02-07 11:19:02.377499
TRX-4678,user_115@example.com,Smartphone,5,8000,2026-02-14 11:19:02.377525
TRX-4679,user_207@example.com,Keyboard,2,500,2026-02-04 11:19:02.377550
TRX-4680,user_314@example.com,Mouse,5,300,2026-02-21 11:19:02.377576
TRX-4681,user_978@example.com,Smartphone,1,8000,2026-02-23 11:19:02.377602
TRX-4682,user_847@example.com,Smartphone,3,8000,2026-02-21 11:19:02.377628
TRX-4683,user_588@example.com,Monitor,1,3000,2026-02-04 11:19:02.377654
TRX-4684,user_473@example.com,Laptop,2,15000,2026-02-21 11:19:02.377680
TRX-4685,,Laptop,5,15000,2026-02-08 11:19:02.377705
TRX-4686,user_431@example.com,Laptop,4,15000,2026-02-20 11:19:02.377731
TRX-4687,user_643@example.com,Monitor,1,3000,2026-02-08 11:19:02.377757
TRX-4688,user_938@example.com,Headphones,3,1500,2026-02-19 11:19:02.377787
TRX-4689,user_262@example.com,Keyboard,3,500,2026-02-05 11:19:02.377813
TRX-4690,user_197@example.com,Mouse,4,300,2026-02-28 11:19:02.377839
TRX-4691,user_379@example.com,Monitor,4,3000,2026-02-19 11:19:02.377865
TRX-4692,user_702@example.com,Laptop,2,15000,2026-02-16 11:19:02.377891
TRX-4693,user_343@example.com,Mouse,3,300,2026-02-28 11:19:02.377916
TRX-4694,user_679@example.com,Keyboard,2,500,2026-02-15 11:19:02.377942
TRX-4695,user_432@example.com,Smartphone,1,8000,2026-02-28 11:19:02.377968
TRX-4696,user_814@example.com,Keyboard,5,500,2026-02-11 11:19:02.377994
TRX-4697,user_976@example.com,Keyboard,5,500,2026-02-21 11:19:02.378020
TRX-4698,user_907@example.com,Mouse,4,300,2026-02-26 11:19:02.378049
TRX-4699,user_816@example.com,Monitor,3,3000,2026-02-09 11:19:02.378075
TRX-4700,user_183@example.com,Headphones,3,1500,2026-02-02 11:19:02.378100
TRX-4701,user_733@example.com,Mouse,3,300,2026-02-02 11:19:02.378126
TRX-4702,user_104@example.com,Laptop,2,15000,2026-03-02 11:19:02.378152
TRX-4703,user_679@example.com,Headphones,5,1500,2026-02-25 11:19:02.378178
TRX-4704,user_141@example.com,Keyboard,3,500,2026-02-06 11:19:02.378204
TRX-4705,user_336@example.com,Mouse,5,300,2026-02-15 11:19:02.378229
TRX-4706,user_243@example.com,Headphones,3,1500,2026-02-02 11:19:02.378258
TRX-4707,user_628@example.com,Mouse,1,300,2026-02-10 11:19:02.378284
TRX-4708,user_851@example.com,Laptop,5,15000,2026-02-09 11:19:02.378310
TRX-4709,user_782@example.com,Keyboard,2,500,2026-02-01 11:19:02.378335
TRX-4710,user_253@example.com,Smartphone,2,8000,2026-02-28 11:19:02.378364
TRX-4711,user_170@example.com,Mouse,3,300,2026-02-26 11:19:02.378389
TRX-4712,user_806@example.com,Smartphone,2,8000,2026-02-25 11:19:02.378415
TRX-4713,user_680@example.com,Monitor,1,3000,2026-02-01 11:19:02.378441
TRX-4714,,Smartphone,1,8000,2026-02-27 11:19:02.378466
TRX-4715,user_407@example.com,Smartphone,1,8000,2026-02-05 11:19:02.378492
TRX-4716,user_604@example.com,Keyboard,5,500,2026-02-05 11:19:02.378518
TRX-4717,user_716@example.com,Keyboard,1,500,2026-02-24 11:19:02.378544
TRX-4718,user_914@example.com,Headphones,3,1500,2026-02-01 11:19:02.378569
TRX-4719,user_433@example.com,Smartphone,5,8000,2026-02-24 11:19:02.378595
TRX-4720,user_645@example.com,Laptop,3,15000,2026-03-03 11:19:02.378621
TRX-4721,user_312@example.com,Laptop,4,15000,2026-02-26 11:19:02.378646
TRX-4722,user_819@example.com,Headphones,2,1500,2026-02-25 11:19:02.378672
TRX-4723,user_459@example.com,Smartphone,4,8000,2026-02-13 11:19:02.378701
TRX-4724,user_574@example.com,Mouse,5,300,2026-02-18 11:19:02.378727
TRX-4725,user_681@example.com,Laptop,5,15000,2026-02-11 11:19:02.378753
TRX-4726,user_718@example.com,Laptop,2,15000,2026-02-18 11:19:02.378781
TRX-4727,user_734@example.com,Headphones,4,1500,2026-02-06 11:19:02.378807
TRX-4728,user_912@example.com,Keyboard,3,500,2026-03-01 11:19:02.378834
TRX-4729,user_501@example.com,Keyboard,4,500,2026-03-01 11:19:02.378860
TRX-4730,user_373@example.com,Smartphone,5,8000,2026-02-26 11:19:02.378886
TRX-4731,user_782@example.com,Headphones,2,1500,2026-02-08 11:19:02.378914
TRX-4732,user_398@example.com,Headphones,4,1500,2026-03-02 11:19:02.378940
TRX-4733,user_726@example.com,Monitor,3,3000,2026-02-06 11:19:02.378966
TRX-4734,user_473@example.com,Headphones,1,1500,2026-02-19 11:19:02.378992
TRX-4735,user_499@example.com,Headphones,4,1500,2026-02-25 11:19:02.379017
TRX-4736,user_168@example.com,Mouse,2,300,2026-02-24 11:19:02.379043
TRX-4737,user_365@example.com,Mouse,3,300,2026-02-05 11:19:02.379069
TRX-4738,user_460@example.com,Headphones,5,1500,2026-02-01 11:19:02.379095
TRX-4739,user_441@example.com,Smartphone,2,8000,2026-02-12 11:19:02.379121
TRX-4740,user_189@example.com,Mouse,3,300,2026-02-22 11:19:02.379147
TRX-4741,user_197@example.com,Monitor,1,3000,2026-02-26 11:19:02.379173
TRX-4742,user_876@example.com,Keyboard,1,500,2026-02-15 11:19:02.379199
TRX-4743,user_938@example.com,Mouse,1,300,2026-02-20 11:19:02.379225
TRX-4744,user_201@example.com,Monitor,1,3000,2026-02-03 11:19:02.379251
TRX-4745,user_726@example.com,Laptop,5,15000,2026-02-04 11:19:02.379280
TRX-4746,user_129@example.com,Mouse,1,300,2026-03-01 11:19:02.379306
TRX-4747,user_214@example.com,Smartphone,5,8000,2026-02-13 11:19:02.379332
TRX-4748,user_663@example.com,Laptop,1,15000,2026-02-19 11:19:02.379358
TRX-4749,user_295@example.com,Headphones,2,1500,2026-02-10 11:19:02.379384
TRX-4750,user_344@example.com,Monitor,2,3000,2026-02-18 11:19:02.379410
TRX-4751,user_931@example.com,Smartphone,2,8000,2026-02-26 11:19:02.379439
TRX-4752,user_573@example.com,Keyboard,5,500,2026-02-06 11:19:02.379465
TRX-4753,user_727@example.com,Mouse,2,300,2026-03-01 11:19:02.379491
TRX-4754,user_420@example.com,Monitor,4,3000,2026-02-03 11:19:02.379520
TRX-4755,,Monitor,3,3000,2026-02-14 11:19:02.379546
TRX-4756,user_932@example.com,Laptop,4,15000,2026-02-01 11:19:02.379572
TRX-4757,user_137@example.com,Laptop,4,15000,2026-02-15 11:19:02.379598
TRX-4758,user_133@example.com,Monitor,5,3000,2026-02-17 11:19:02.379623
TRX-4759,user_984@example.com,Keyboard,3,500,2026-02-05 11:19:02.379649
TRX-4760,user_203@example.com,Mouse,1,300,2026-02-01 11:19:02.379675
TRX-4761,user_640@example.com,Mouse,3,300,2026-02-12 11:19:02.379700
TRX-4762,user_618@example.com,Mouse,5,300,2026-02-06 11:19:02.379727
TRX-4763,user_265@example.com,Keyboard,2,500,2026-03-03 11:19:02.379753
TRX-4764,,Headphones,2,1500,2026-02-18 11:19:02.379778
TRX-4765,user_625@example.com,Smartphone,2,8000,2026-02-06 11:19:02.379803
TRX-4766,user_647@example.com,Keyboard,4,500,2026-02-16 11:19:02.379832
TRX-4767,user_679@example.com,Mouse,2,300,2026-02-08 11:19:02.379858
TRX-4768,user_257@example.com,Headphones,1,1500,2026-02-02 11:19:02.379884
TRX-4769,user_924@example.com,Monitor,5,3000,2026-02-07 11:19:02.379910
TRX-4770,user_715@example.com,Headphones,4,1500,2026-02-20 11:19:02.379936
TRX-4771,user_813@example.com,Monitor,4,3000,2026-03-01 11:19:02.379962
TRX-4772,user_653@example.com,Monitor,3,3000,2026-02-28 11:19:02.379988
TRX-4773,user_245@example.com,Monitor,1,3000,2026-02-03 11:19:02.380013
TRX-4774,user_319@example.com,Monitor,2,3000,2026-02-05 11:19:02.380041
TRX-4775,user_375@example.com,Headphones,2,1500,2026-02-01 11:19:02.380068
TRX-4776,user_157@example.com,Monitor,4,3000,2026-02-21 11:19:02.380094
TRX-4777,user_184@example.com,Headphones,4,1500,2026-03-01 11:19:02.380120
TRX-4778,user_757@example.com,Laptop,1,15000,2026-02-23 11:19:02.380146
TRX-4779,,Smartphone,5,8000,2026-03-03 11:19:02.380176
TRX-4780,user_127@example.com,Headphones,5,1500,2026-02-18 11:19:02.380202
TRX-4781,user_536@example.com,Keyboard,4,500,2026-02-19 11:19:02.380228
TRX-4782,user_793@example.com,Keyboard,2,500,2026-02-10 11:19:02.380254
TRX-4783,user_224@example.com,Laptop,5,15000,2026-02-07 11:19:02.380280
TRX-4784,user_194@example.com,Smartphone,5,8000,2026-02-20 11:19:02.380309
TRX-4785,user_599@example.com,Headphones,4,1500,2026-02-05 11:19:02.380335
TRX-4786,user_746@example.com,Smartphone,1,8000,2026-03-02 11:19:02.380361
TRX-4787,user_129@example.com,Mouse,4,300,2026-02-22 11:19:02.380387
TRX-4788,user_676@example.com,Monitor,2,3000,2026-02-06 11:19:02.380413
TRX-4789,user_146@example.com,Smartphone,2,8000,2026-02-22 11:19:02.380439
TRX-4790,user_231@example.com,Keyboard,4,500,2026-02-27 11:19:02.380465
TRX-4791,user_465@example.com,Mouse,2,300,2026-02-27 11:19:02.380491
TRX-4792,user_280@example.com,Keyboard,2,500,2026-02-14 11:19:02.380516
TRX-4793,user_579@example.com,Laptop,2,15000,2026-02-28 11:19:02.380542
TRX-4794,user_746@example.com,Headphones,2,1500,2026-03-01 11:19:02.380569
TRX-4795,user_372@example.com,Laptop,4,15000,2026-02-15 11:19:02.380594
TRX-4796,user_850@example.com,Monitor,2,3000,2026-02-05 11:19:02.380622
TRX-4797,user_184@example.com,Laptop,5,15000,2026-02-08 11:19:02.380649
TRX-4798,user_722@example.com,Keyboard,4,500,2026-03-01 11:19:02.380675
TRX-4799,user_733@example.com,Keyboard,2,500,2026-02-09 11:19:02.380701
TRX-4800,user_211@example.com,Smartphone,5,8000,2026-02-23 11:19:02.380727
TRX-4801,,Monitor,1,3000,2026-02-03 11:19:02.380752
TRX-4802,user_585@example.com,Monitor,5,3000,2026-02-01 11:19:02.380778
TRX-4803,user_989@example.com,Smartphone,1,8000,2026-03-03 11:19:02.380804
TRX-4804,user_405@example.com,Laptop,4,15000,2026-02-11 11:19:02.380832
TRX-4805,user_887@example.com,Smartphone,4,8000,2026-02-28 11:19:02.380858
TRX-4806,user_331@example.com,Smartphone,4,8000,2026-02-27 11:19:02.380884
TRX-4807,user_662@example.com,Laptop,2,15000,2026-02-10 11:19:02.380910
TRX-4808,user_902@example.com,Laptop,4,15000,2026-02-10 11:19:02.380936
TRX-4809,user_915@example.com,Monitor,2,3000,2026-02-07 11:19:02.380962
TRX-4810,user_768@example.com,Headphones,1,1500,2026-02-21 11:19:02.380988
TRX-4811,,Monitor,3,3000,2026-02-12 11:19:02.381015
TRX-4812,user_209@example.com,Laptop,4,15000,2026-02-09 11:19:02.381042
TRX-4813,user_825@example.com,Smartphone,5,8000,2026-02-03 11:19:02.381067
TRX-4814,user_296@example.com,Headphones,1,1500,2026-02-19 11:19:02.381093
TRX-4815,user_147@example.com,Keyboard,2,500,2026-02-08 11:19:02.381119
TRX-4816,user_368@example.com,Smartphone,4,8000,2026-02-28 11:19:02.381145
TRX-4817,user_502@example.com,Headphones,2,1500,2026-02-20 11:19:02.381171
TRX-4818,user_975@example.com,Headphones,5,1500,2026-02-08 11:19:02.381199
TRX-4819,user_477@example.com,Smartphone,2,8000,2026-02-12 11:19:02.381225
TRX-4820,user_130@example.com,Laptop,5,15000,2026-02-11 11:19:02.381251
TRX-4821,user_374@example.com,Laptop,1,15000,2026-02-24 11:19:02.381277
TRX-4822,user_939@example.com,Laptop,1,15000,2026-02-22 11:19:02.381303
TRX-4823,user_480@example.com,Keyboard,3,500,2026-02-11 11:19:02.381331
TRX-4824,user_131@example.com,Smartphone,2,8000,2026-02-23 11:19:02.381357
TRX-4825,user_464@example.com,Headphones,1,1500,2026-02-02 11:19:02.381383
TRX-4826,user_806@example.com,Smartphone,5,8000,2026-03-01 11:19:02.381408
TRX-4827,user_938@example.com,Headphones,3,1500,2026-02-19 11:19:02.381434
TRX-4828,user_734@example.com,Smartphone,2,8000,2026-03-03 11:19:02.381460
TRX-4829,user_987@example.com,Smartphone,3,8000,2026-02-25 11:19:02.381486
TRX-4830,user_251@example.com,Mouse,2,300,2026-02-11 11:19:02.381512
TRX-4831,user_775@example.com,Monitor,1,3000,2026-02-19 11:19:02.381537
TRX-4832,user_924@example.com,Keyboard,1,500,2026-02-21 11:19:02.381563
TRX-4833,user_764@example.com,Mouse,1,300,2026-02-10 11:19:02.381589
TRX-4834,user_874@example.com,Mouse,3,300,2026-03-03 11:19:02.381615
TRX-4835,user_554@example.com,Monitor,5,3000,2026-02-20 11:19:02.381640
TRX-4836,user_982@example.com,Monitor,2,3000,2026-02-02 11:19:02.381669
TRX-4837,user_398@example.com,Laptop,2,15000,2026-02-22 11:19:02.381695
TRX-4838,user_644@example.com,Smartphone,1,8000,2026-02-02 11:19:02.381721
TRX-4839,user_316@example.com,Headphones,5,1500,2026-02-25 11:19:02.381747
TRX-4840,user_178@example.com,Smartphone,4,8000,2026-02-15 11:19:02.381775
TRX-4841,,Monitor,1,3000,2026-02-11 11:19:02.381801
TRX-4842,,Keyboard,4,500,2026-03-03 11:19:02.381826
TRX-4843,user_622@example.com,Keyboard,1,500,2026-02-14 11:19:02.381852
TRX-4844,user_461@example.com,Mouse,2,300,2026-02-02 11:19:02.381880
TRX-4845,,Keyboard,4,500,2026-02-21 11:19:02.381906
TRX-4846,user_985@example.com,Smartphone,4,8000,2026-02-22 11:19:02.381931
TRX-4847,user_706@example.com,Monitor,5,3000,2026-03-01 11:19:02.381957
TRX-4848,user_171@example.com,Headphones,5,1500,2026-02-03 11:19:02.381983
TRX-4849,user_799@example.com,Keyboard,5,500,2026-02-02 11:19:02.382009
TRX-4850,user_133@example.com,Keyboard,4,500,2026-02-22 11:19:02.382034
TRX-4851,user_817@example.com,Smartphone,5,8000,2026-02-12 11:19:02.382060
TRX-4852,user_311@example.com,Laptop,5,15000,2026-02-13 11:19:02.382086
TRX-4853,user_730@example.com,Headphones,4,1500,2026-02-09 11:19:02.382112
TRX-4854,,Laptop,2,15000,2026-02-24 11:19:02.382137
TRX-4855,user_808@example.com,Headphones,1,1500,2026-02-11 11:19:02.382163
TRX-4856,user_113@example.com,Laptop,2,15000,2026-02-22 11:19:02.382189
TRX-4857,user_810@example.com,Mouse,5,300,2026-02-06 11:19:02.382215
TRX-4858,user_883@example.com,Smartphone,1,8000,2026-02-05 11:19:02.382240
TRX-4859,user_214@example.com,Smartphone,4,8000,2026-02-19 11:19:02.382266
TRX-4860,user_310@example.com,Keyboard,3,500,2026-02-23 11:19:02.382292
TRX-4861,user_326@example.com,Headphones,1,1500,2026-02-06 11:19:02.382317
TRX-4862,user_853@example.com,Keyboard,3,500,2026-02-14 11:19:02.382348
TRX-4863,,Keyboard,2,500,2026-02-21 11:19:02.382373
TRX-4864,user_432@example.com,Smartphone,2,8000,2026-02-21 11:19:02.382401
TRX-4865,user_562@example.com,Mouse,3,300,2026-02-10 11:19:02.382427
TRX-4866,user_685@example.com,Headphones,5,1500,2026-02-23 11:19:02.382452
TRX-4867,user_619@example.com,Laptop,2,15000,2026-02-17 11:19:02.382478
TRX-4868,user_631@example.com,Mouse,4,300,2026-02-20 11:19:02.382504
TRX-4869,user_109@example.com,Smartphone,1,8000,2026-02-04 11:19:02.382530
TRX-4870,user_761@example.com,Headphones,1,1500,2026-02-05 11:19:02.382556
TRX-4871,,Mouse,5,300,2026-02-01 11:19:02.382581
TRX-4872,user_891@example.com,Smartphone,3,8000,2026-02-15 11:19:02.382606
TRX-4873,user_241@example.com,Monitor,4,3000,2026-02-21 11:19:02.382632
TRX-4874,user_573@example.com,Laptop,1,15000,2026-02-11 11:19:02.382657
TRX-4875,user_662@example.com,Keyboard,2,500,2026-02-10 11:19:02.382683
TRX-4876,user_428@example.com,Laptop,1,15000,2026-02-17 11:19:02.382709
TRX-4877,user_218@example.com,Monitor,5,3000,2026-02-13 11:19:02.382735
TRX-4878,user_907@example.com,Smartphone,5,8000,2026-03-02 11:19:02.382761
TRX-4879,user_281@example.com,Headphones,5,1500,2026-02-11 11:19:02.382786
TRX-4880,user_770@example.com,Smartphone,5,8000,2026-02-27 11:19:02.382812
TRX-4881,user_350@example.com,Smartphone,3,8000,2026-02-07 11:19:02.382838
TRX-4882,user_818@example.com,Keyboard,5,500,2026-02-06 11:19:02.382866
TRX-4883,user_607@example.com,Laptop,3,15000,2026-02-10 11:19:02.382892
TRX-4884,user_164@example.com,Laptop,3,15000,2026-02-09 11:19:02.382920
TRX-4885,user_364@example.com,Keyboard,2,500,2026-03-01 11:19:02.382946
TRX-4886,user_770@example.com,Headphones,1,1500,2026-02-21 11:19:02.382972
TRX-4887,user_144@example.com,Keyboard,2,500,2026-02-10 11:19:02.382997
TRX-4888,user_245@example.com,Laptop,3,15000,2026-02-10 11:19:02.383023
TRX-4889,user_452@example.com,Headphones,2,1500,2026-02-12 11:19:02.383048
TRX-4890,user_715@example.com,Keyboard,5,500,2026-02-07 11:19:02.383074
TRX-4891,user_684@example.com,Keyboard,5,500,2026-02-04 11:19:02.383099
TRX-4892,user_304@example.com,Keyboard,3,500,2026-02-05 11:19:02.383128
TRX-4893,user_992@example.com,Laptop,2,15000,2026-02-08 11:19:02.383153
TRX-4894,,Keyboard,2,500,2026-02-01 11:19:02.383179
TRX-4895,user_965@example.com,Monitor,1,3000,2026-02-15 11:19:02.383205
TRX-4896,user_961@example.com,Laptop,3,15000,2026-02-08 11:19:02.383231
TRX-4897,user_460@example.com,Mouse,1,300,2026-03-03 11:19:02.383256
TRX-4898,user_700@example.com,Smartphone,5,8000,2026-02-17 11:19:02.383282
TRX-4899,user_241@example.com,Smartphone,1,8000,2026-02-14 11:19:02.383308
TRX-4900,user_783@example.com,Monitor,3,3000,2026-02-10 11:19:02.383334
TRX-4901,user_303@example.com,Mouse,4,300,2026-02-21 11:19:02.383362
TRX-4902,user_722@example.com,Mouse,4,300,2026-02-28 11:19:02.383388
TRX-4903,user_389@example.com,Monitor,3,3000,2026-02-17 11:19:02.383413
TRX-4904,user_961@example.com,Smartphone,5,8000,2026-02-14 11:19:02.383439
TRX-4905,user_700@example.com,Keyboard,1,500,2026-02-05 11:19:02.383467
TRX-4906,user_504@example.com,Keyboard,4,500,2026-02-02 11:19:02.383494
TRX-4907,user_671@example.com,Laptop,4,15000,2026-02-05 11:19:02.383519
TRX-4908,user_251@example.com,Headphones,5,1500,2026-02-28 11:19:02.383545
TRX-4909,user_454@example.com,Mouse,2,300,2026-02-09 11:19:02.383570
TRX-4910,user_195@example.com,Smartphone,5,8000,2026-02-21 11:19:02.383596
TRX-4911,user_142@example.com,Monitor,3,3000,2026-02-05 11:19:02.383621
TRX-4912,user_642@example.com,Headphones,2,1500,2026-02-04 11:19:02.383647
TRX-4913,user_196@example.com,Smartphone,4,8000,2026-02-22 11:19:02.383672
TRX-4914,user_308@example.com,Monitor,4,3000,2026-02-13 11:19:02.383698
TRX-4915,user_363@example.com,Monitor,4,3000,2026-02-16 11:19:02.383724
TRX-4916,,Keyboard,4,500,2026-02-19 11:19:02.383749
TRX-4917,user_207@example.com,Monitor,5,3000,2026-03-01 11:19:02.383774
TRX-4918,user_632@example.com,Headphones,2,1500,2026-02-23 11:19:02.383800
TRX-4919,user_646@example.com,Monitor,1,3000,2026-02-15 11:19:02.383826
TRX-4920,user_301@example.com,Headphones,4,1500,2026-02-05 11:19:02.383851
TRX-4921,user_759@example.com,Smartphone,4,8000,2026-02-08 11:19:02.383878
TRX-4922,user_892@example.com,Keyboard,3,500,2026-02-16 11:19:02.383907
TRX-4923,user_505@example.com,Headphones,3,1500,2026-02-24 11:19:02.383933
TRX-4924,user_788@example.com,Keyboard,4,500,2026-02-08 11:19:02.383962
TRX-4925,user_303@example.com,Keyboard,3,500,2026-02-19 11:19:02.383988
TRX-4926,user_583@example.com,Smartphone,2,8000,2026-02-22 11:19:02.384014
TRX-4927,user_815@example.com,Mouse,1,300,2026-02-01 11:19:02.384040
TRX-4928,user_900@example.com,Keyboard,5,500,2026-02-01 11:19:02.384068
TRX-4929,user_142@example.com,Monitor,5,3000,2026-02-05 11:19:02.384094
TRX-4930,user_766@example.com,Keyboard,3,500,2026-02-07 11:19:02.384120
TRX-4931,user_638@example.com,Smartphone,3,8000,2026-02-10 11:19:02.384146
TRX-4932,user_492@example.com,Mouse,5,300,2026-02-17 11:19:02.384172
TRX-4933,user_933@example.com,Headphones,3,1500,2026-02-22 11:19:02.384197
TRX-4934,user_360@example.com,Headphones,1,1500,2026-02-10 11:19:02.384223
TRX-4935,user_971@example.com,Keyboard,5,500,2026-02-14 11:19:02.384248
TRX-4936,user_723@example.com,Laptop,1,15000,2026-02-05 11:19:02.384274
TRX-4937,user_575@example.com,Mouse,3,300,2026-02-04 11:19:02.384299
TRX-4938,user_242@example.com,Laptop,1,15000,2026-02-05 11:19:02.384325
TRX-4939,,Keyboard,3,500,2026-02-19 11:19:02.384350
TRX-4940,user_766@example.com,Mouse,5,300,2026-02-23 11:19:02.384378
TRX-4941,user_468@example.com,Laptop,5,15000,2026-02-09 11:19:02.384404
